method,config,seed,composite,weighted_tardiness,setup_cost,makespan
NN-Greedy,tiny_2m,15,0.1190801969506068,0.0,7.737232208251953,96.76793670654297
NN-Greedy,tiny_2m,16,0.12429432742572663,0.0,12.548589706420898,80.8615951538086
NN-Greedy,tiny_2m,17,0.2501492850275506,18.038978576660156,14.036720275878906,87.28451538085938
NN-Greedy,tiny_2m,18,0.6901820924868244,129.6830291748047,19.217754364013672,117.47381591796875
NN-Greedy,tiny_2m,19,0.22292635814186304,0.0,11.877086639404297,95.40624237060547
NN-Greedy,tiny_2m,20,1.9499793832913417,3.5498428344726562,13.21910285949707,51.721397399902344
NN-Greedy,tiny_2m,21,0.112991423352216,0.0,15.071977615356445,122.25801849365234
NN-Greedy,tiny_2m,22,0.19150106569906833,0.0,23.742046356201172,72.43804931640625
NN-Greedy,tiny_2m,23,0.15031365535482438,0.0,8.245847702026367,58.01100158691406
NN-Greedy,tiny_2m,24,0.3524797951828485,13.276611328125,22.248109817504883,95.64273071289062
NN-Greedy,tiny_2m,25,0.26089293046855533,0.0,23.621341705322266,73.98985290527344
NN-Greedy,tiny_2m,26,0.3081596026446899,0.0,16.230960845947266,100.95101928710938
NN-Greedy,tiny_2m,27,0.16769324786779624,0.0,9.195919036865234,86.32691955566406
NN-Greedy,tiny_2m,28,0.27789682649114145,0.0,29.40774917602539,85.72679138183594
NN-Greedy,tiny_2m,29,0.30545411930921407,0.0,13.159505844116211,73.11317443847656
NN-Greedy,tiny_2m,30,0.09525667342700421,0.0,10.268604278564453,95.67215728759766
NN-Greedy,tiny_2m,31,0.4483515848610482,27.962997436523438,8.99836540222168,53.23054504394531
NN-Greedy,tiny_2m,32,0.19893103736659845,0.0,22.285472869873047,75.10218811035156
NN-Greedy,tiny_2m,33,0.2480947052211123,0.0,8.394330024719238,75.15071105957031
NN-Greedy,tiny_2m,34,0.2873110656997531,0.0,14.596869468688965,70.06848907470703
NN-Greedy,tiny_2m,35,0.3333333333333333,0.0,53.48912048339844,83.08544921875
NN-Greedy,tiny_2m,36,0.3065911397671523,0.0,10.864136695861816,88.32774353027344
NN-Greedy,tiny_2m,37,0.10828469974455107,0.0,7.623414039611816,100.00382232666016
NN-Greedy,tiny_2m,38,1.0802344397990378,59.994197845458984,16.949342727661133,57.540470123291016
NN-Greedy,tiny_2m,39,0.40492075631153385,65.47450256347656,8.430553436279297,65.96434783935547
NN-Greedy,tiny_2m,40,0.12108818985240424,0.0,16.863128662109375,78.61975860595703
NN-Greedy,tiny_2m,41,0.10082532053516569,0.0,16.550561904907227,83.11009979248047
NN-Greedy,tiny_2m,42,0.45765944348285315,53.900299072265625,14.182238578796387,97.85733795166016
NN-Greedy,tiny_2m,43,0.09160910430049668,0.0,11.245916366577148,75.54600524902344
NN-Greedy,tiny_2m,44,0.15137867821806583,4.616180419921875,9.816080093383789,94.49810028076172
NN-Greedy,tiny_2m,45,39.08717467150433,77.50483703613281,15.25203800201416,94.78628540039062
NN-Greedy,tiny_2m,46,0.13857857014940933,0.0,13.032665252685547,82.26639556884766
NN-Greedy,tiny_2m,47,0.27562518663559976,0.0,18.80911636352539,61.132843017578125
NN-Greedy,tiny_2m,48,0.1406043293188267,0.0,11.774312973022461,82.64208221435547
NN-Greedy,tiny_2m,49,0.3317228511557308,0.0,17.44934844970703,106.02909851074219
SPT,small_2m,0,0.3333333333333333,0.0,57.964813232421875,187.02236938476562
SPT,small_2m,1,0.3642734615684707,21.038726806640625,53.93637466430664,162.54241943359375
SPT,small_2m,2,0.23726222297667046,0.0,47.47465896606445,153.60372924804688
SPT,small_2m,3,0.21519605563202876,0.0,37.329505920410156,128.62803649902344
SPT,small_2m,4,0.3333333333333333,0.0,66.91280364990234,154.24227905273438
SPT,small_2m,5,0.3333333333333333,0.0,48.825965881347656,169.4815673828125
SPT,small_2m,6,0.29185422843932385,0.0,55.66550827026367,140.7531280517578
SPT,small_2m,7,0.23061499307939873,0.0,39.821956634521484,142.7409210205078
SPT,small_2m,8,0.24384196918990034,0.0,32.51694107055664,154.90963745117188
SPT,small_2m,9,0.24219948545350525,0.0,59.12179946899414,189.41293334960938
SPT,small_2m,10,0.32672116063922085,0.0,58.600120544433594,170.7327117919922
SPT,small_2m,11,0.220233493038657,0.0,56.65519714355469,152.29457092285156
SPT,small_2m,12,0.224568660795193,0.0,33.8008918762207,151.1372833251953
